,job,bias,stat
0,Administrative,-0.053230019587745314,14.8
1,Professional and Engineering,0.16733766100631087,47.5
2,Clerical Workers,0.13893987860132118,60.6
3,Service Workers,0.13290215815221718,68.2
4,Sales Workers,0.1023839595559779,43.9
5,Agricultural,0.12847570168719913,36.0
6,Manufacturing process,0.09749829427276469,29.3
7,Security,-0.03442246876835808,6.9
8,Cleaning,0.13314833587930908,45.2
9,Construction,-0.06745428720777635,2.0
