,job,bias,stat
0,﻿관리자 ,-0.21743298338836992,11
1,전문가,-0.21392542486207256,45.3
2,사무직,-0.1658035384647636,47.3
3,서비스직,-0.1966131158666713,65.9
4,판매업,-0.22264296199930933,50
5,농림어업,-0.11226667908039012,40.6
6,기능원,-0.22394234354753495,14.2
7,기계조작,-0.22483442444956547,12.7
8,단순노무,-0.2065204426791627,52.5
